time,x,y,v
13.85,221.19,-38.49,64.02
13.87,221.03,-37.44,74.89
13.89,220.87,-36.38,64.20
13.91,220.70,-35.33,64.33
13.92,220.53,-34.27,75.11
13.94,220.35,-33.21,75.33
13.96,220.17,-32.15,64.63
13.97,219.99,-31.09,75.61
13.99,219.81,-30.02,75.64
14.01,219.62,-28.96,65.03
14.02,219.43,-27.89,65.06
14.04,219.23,-26.83,76.10
14.06,219.03,-25.76,65.27
14.08,218.83,-24.69,65.39
14.09,218.62,-23.62,76.55
14.11,218.41,-22.55,76.58
14.13,218.20,-21.48,65.82
14.14,217.98,-20.40,76.76
14.16,217.76,-19.33,76.92
14.18,217.53,-18.25,65.92
14.19,217.31,-17.18,66.06
14.21,217.07,-16.10,77.14
14.23,216.84,-15.02,66.40
14.25,216.60,-13.94,66.40
14.26,216.36,-12.86,77.77
14.28,216.10,-11.78,77.82
14.30,215.86,-10.70,66.90
14.31,215.60,-9.61,78.05
14.33,215.34,-8.53,78.22
14.35,215.08,-7.44,67.04
14.36,214.81,-6.36,67.09
14.38,214.54,-5.27,78.58
14.40,214.27,-4.18,67.50
14.42,213.99,-3.10,67.55
14.43,213.71,-2.00,78.93
14.45,213.42,-0.92,79.15
14.47,213.13,0.17,67.78
14.48,212.83,1.26,79.21
14.50,212.54,2.36,79.39
14.52,212.23,3.45,68.11
14.53,211.93,4.54,68.19
14.55,211.61,5.64,79.57
14.57,211.30,6.73,68.45
14.59,210.98,7.83,68.48
14.60,210.66,8.92,79.98
14.62,210.33,10.02,80.01
14.64,210.00,11.12,68.83
14.65,209.66,12.21,80.43
14.67,209.33,13.31,80.49
14.69,208.98,14.41,69.23
14.70,208.63,15.51,69.32
14.72,208.28,16.61,80.93
14.74,207.92,17.71,69.45
14.76,207.56,18.81,69.51
14.77,207.20,19.91,81.28
14.79,206.83,21.01,81.34
14.81,206.46,22.11,69.86
14.82,206.07,23.21,81.72
14.84,205.69,24.31,81.82
14.86,205.30,25.41,70.18
14.87,204.92,26.52,70.28
14.89,204.52,27.62,82.02
14.91,204.12,28.72,70.43
14.93,203.71,29.82,70.50
14.94,203.31,30.92,82.34
14.96,202.89,32.03,82.45
14.98,202.47,33.13,70.82
14.99,202.05,34.23,82.56
15.01,201.61,35.33,82.51
15.03,201.14,36.41,70.83
15.04,200.62,37.47,70.61
15.06,200.08,38.51,82.63
15.08,199.49,39.54,70.62
15.10,198.88,40.53,70.58
15.11,198.22,41.52,81.99
15.13,197.54,42.46,81.96
15.15,196.82,43.38,69.69
15.16,196.07,44.27,81.30
15.18,195.28,45.12,81.11
15.20,194.47,45.94,69.30
15.21,193.62,46.73,69.16
15.23,192.74,47.47,80.60
15.25,191.84,48.18,68.69
15.27,190.91,48.85,68.61
15.28,189.95,49.48,79.86
15.30,188.98,50.06,79.64
15.32,187.98,50.61,67.89
15.33,186.96,51.11,78.98
15.35,185.93,51.56,78.73
15.37,184.89,51.98,67.17
15.38,183.83,52.34,67.05
15.40,182.76,52.66,77.93
15.42,181.68,52.94,66.53
15.44,180.59,53.16,66.29
15.45,179.50,53.34,76.95
15.47,178.41,53.48,76.74
15.49,177.32,53.56,65.64
15.50,176.23,53.60,76.67
15.52,175.14,53.64,76.66
15.54,174.04,53.64,65.88
15.55,172.94,53.60,66.01
15.57,171.85,53.53,77.08
15.59,170.75,53.44,66.11
15.61,169.65,53.35,66.23
15.62,168.55,53.26,77.48
15.64,167.45,53.17,77.50
15.66,166.35,53.07,66.58
15.67,165.24,52.97,77.85
15.69,164.14,52.86,77.96
15.71,163.03,52.75,66.95
15.72,161.92,52.64,67.06
15.74,160.81,52.53,78.45
15.76,159.69,52.40,67.31
15.78,158.58,52.28,67.44
15.79,157.46,52.15,78.72
15.81,156.35,52.03,78.85
15.83,155.23,51.89,67.59
15.84,154.11,51.76,79.17
15.86,152.99,51.61,79.13
15.88,151.87,51.47,68.00
15.89,150.74,51.34,67.91
15.91,149.62,51.24,79.23
15.93,148.48,51.17,67.79
15.95,147.36,51.13,67.80
15.96,146.23,51.15,78.78
15.98,145.10,51.21,78.84
16.00,143.98,51.32,67.30
16.01,142.87,51.47,78.49
16.03,141.76,51.66,78.28
16.05,140.68,51.90,67.01
16.06,139.59,52.18,66.80
16.08,138.53,52.49,77.67
16.10,137.48,52.86,66.20
16.12,136.45,53.26,66.13
16.13,135.45,53.71,76.71
16.15,134.46,54.20,76.73
16.17,133.50,54.73,65.74
16.18,132.57,55.29,76.65
16.20,131.62,55.86,76.65
16.22,130.68,56.42,65.98
16.23,129.73,56.97,65.78
16.25,128.76,57.48,76.82
16.27,127.77,57.97,65.72
16.29,126.78,58.42,65.64
16.30,125.76,58.83,76.33
16.32,124.74,59.20,76.22
16.34,123.70,59.52,65.01
16.35,122.65,59.80,75.76
16.37,121.60,60.04,75.64
16.39,120.54,60.23,64.62
16.40,119.47,60.38,64.45
16.42,118.40,60.49,75.09
16.44,117.33,60.54,64.02
16.46,116.27,60.56,63.84
16.47,115.20,60.52,74.20
16.49,114.15,60.44,74.13
16.51,113.10,60.31,63.25
16.52,112.06,60.14,73.65
16.54,111.03,59.92,73.48
16.56,110.01,59.66,62.86
16.57,109.01,59.35,62.70
16.59,108.03,59.00,72.84
16.61,107.06,58.61,62.21
16.63,106.12,58.17,62.04
16.64,105.20,57.70,72.45
16.66,104.31,57.18,72.34
16.68,103.44,56.64,62.03
16.69,102.56,56.08,72.09
16.71,101.68,55.55,72.51
16.73,100.81,54.99,61.80
16.74,99.94,54.46,62.27
16.76,99.04,53.89,72.47
16.78,98.18,53.35,62.61
16.80,97.27,52.78,62.33
16.81,96.39,52.25,73.20
16.83,95.47,51.74,72.90
16.85,94.55,51.26,62.74
16.86,93.60,50.81,72.84
16.88,92.64,50.40,72.87
16.90,91.67,50.03,62.14
16.91,90.69,49.71,62.09
16.93,89.69,49.42,72.13
16.95,88.69,49.18,61.78
16.97,87.67,48.98,61.49
16.98,86.66,48.83,71.61
17.00,85.64,48.71,71.32
17.02,84.63,48.65,61.03
17.03,83.61,48.63,70.88
17.05,82.60,48.65,70.90
17.07,81.59,48.73,60.52
17.08,80.59,48.84,60.34
17.10,79.59,49.01,70.32
17.12,78.61,49.22,60.10
17.14,77.65,49.47,59.82
17.15,76.69,49.77,69.57
17.17,75.76,50.11,69.49
17.19,74.85,50.49,59.20
17.20,73.96,50.92,68.94
17.22,73.09,51.38,68.87
17.24,72.25,51.89,58.77
17.25,71.43,52.43,58.63
17.27,70.64,53.01,68.18
17.29,69.89,53.62,58.10
17.31,69.17,54.27,57.95
17.32,68.48,54.95,67.72
17.34,67.83,55.65,67.60
17.36,67.21,56.39,58.04
17.37,66.58,57.13,67.52
17.39,65.96,57.86,67.71
17.41,65.35,58.63,57.97
17.42,64.74,59.36,58.15
17.44,64.09,60.10,67.72
17.46,63.42,60.80,58.42
17.48,62.73,61.49,58.13
17.49,62.01,62.14,67.97
17.51,61.27,62.77,67.83
17.53,60.51,63.35,58.11
17.54,59.71,63.91,67.53
17.56,58.90,64.43,67.55
17.58,58.06,64.91,57.58
17.59,57.21,65.35,57.48
17.61,56.34,65.75,66.78
17.63,55.45,66.10,57.20
17.65,54.55,66.41,57.08
17.66,53.64,66.68,66.29
17.68,52.71,66.90,66.21
17.70,51.78,67.07,56.63
17.71,50.85,67.20,65.88
17.73,49.91,67.28,65.84
17.75,48.97,67.32,56.33
17.76,48.03,67.30,56.21
17.78,47.09,67.25,65.44
17.80,46.17,67.14,55.95
17.82,45.25,66.99,55.77
17.83,44.34,66.79,65.10
17.85,43.44,66.55,65.14
17.87,42.56,66.27,55.83
17.88,41.68,65.97,65.24
17.90,40.79,65.68,65.37
17.92,39.90,65.40,56.13
17.93,39.01,65.11,46.77
17.95,38.12,64.82,37.44
